Informational,Engagement_Score,VisitorType_Returning_Visitor,VisitorType_Other,Is_Peak_Season,Region,ExitRates,BounceRates,Informational_Duration,PageValues
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,1.171472500128347,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,2.437081342395485,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.47777101493658686,1.9946097379805605,0.5735349511628588,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,0.14255095281308014,-0.045195817431046136,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,-0.3809354383438791,-0.13203521703653345,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.061363535317719466,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.47777101493658686,1.171472500128347,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,-0.42907213360171953,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.061363535317719466,0.485524808777646,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,0.35504394430114794,-0.3547611352487759,-0.07097626612245886,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,-0.29841541578842107,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,0.485524808777646,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.061363535317719466,1.171472500128347,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,2.437081342395485,-0.5506821410239723,-0.2858133454256843,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,0.35504394430114794,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,-0.7280749655064747,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,1.171472500128347,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,0.35504394430114794,-0.6805862850391334,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,0.7714514239200153,-0.7148836768091194,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,-0.20042290315148586,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,1.171472500128347,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,0.35504394430114794,3.229315594758881,3.667188794132383,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,2.437081342395485,-0.06323335664997329,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,-0.6903855280714546,-0.3987562536812262,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,1.171472500128347,0.5735349511628588,-0.24493050612963668,-0.3171778443096163
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,-0.8941784945554543,0.14255095281308014,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
0.39085862975138747,2.374875307881095,1.0,0.0,0,-0.8941784945554543,0.15945111269831905,0.4390282650282305,-0.24493050612963668,2.600782488527669
-0.39647790101721364,-0.3156272768515687,1.0,0.0,0,1.1878589035388827,1.171472500128347,-0.45768299649364935,-0.24493050612963668,-0.3171778443096163
