Is_Peak_Season,VisitorType_Other,Engagement_Score,Informational,Region,Product_Focus_Ratio,BounceRates,PageValues,VisitorType_Returning_Visitor,Weekend,Avg_Time_Per_Page,ProductRelated_Duration,ExitRates,Administrative,Informational_Duration
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,-2.027864166896666,3.667188794132383,-0.3171778443096163,1.0,0,-1.0278193991273168,-0.6243475187901789,3.229315594758881,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,-0.9689234497136576,-0.45768299649364935,-0.3171778443096163,1.0,0,-0.39756444059043966,-0.5909025573961064,1.171472500128347,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,2.437081342395485,-2.027864166896666,3.667188794132383,-0.3171778443096163,1.0,0,-1.0278193991273168,-0.6243475187901789,3.229315594758881,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.47777101493658686,-0.9689234497136576,0.5735349511628588,-0.3171778443096163,1.0,0,-1.0015587758516644,-0.6229539787319183,1.9946097379805605,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,0.571353957097991,-0.045195817431046136,-0.3171778443096163,1.0,1,0.6574859409943754,-0.2964301238717338,0.14255095281308014,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,0.8312757694974565,-0.13203521703653345,-0.3171778443096163,1.0,0,-0.8000166986350421,-0.5437573552885533,-0.3809354383438791,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.061363535317719466,-2.027864166896666,3.667188794132383,-0.3171778443096163,1.0,0,-1.0278193991273168,-0.6243475187901789,3.229315594758881,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,-5.204686318445691,3.667188794132383,-0.3171778443096163,1.0,1,-1.0278193991273168,-0.6243475187901789,3.229315594758881,-0.39593771128091604,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.47777101493658686,-0.9689234497136576,-0.45768299649364935,-0.3171778443096163,1.0,0,-0.6634532512231847,-0.6050121504842307,1.171472500128347,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,-0.4394530911221532,-0.45768299649364935,-0.3171778443096163,1.0,0,4.422901218843957,-0.23868530771478053,-0.42907213360171953,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.061363535317719466,-0.4394530911221532,-0.45768299649364935,-0.3171778443096163,1.0,0,1.8895717175375248,-0.41792939768613774,0.485524808777646,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,0.35504394430114794,0.7752142021171798,-0.07097626612245886,-0.3171778443096163,1.0,0,-0.3192170296142332,-0.41126653428341237,-0.3547611352487759,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,0.3547524467651031,-0.45768299649364935,-0.3171778443096163,1.0,0,0.008039092296085803,-0.47776452393022056,-0.29841541578842107,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,0.241294512781209,-0.45768299649364935,-0.3171778443096163,1.0,0,-0.6142145825874912,-0.5731349216555054,0.485524808777646,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.061363535317719466,-0.9689234497136576,-0.45768299649364935,-0.3171778443096163,1.0,0,-0.3581735056818848,-0.5888122473089769,1.171472500128347,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,2.437081342395485,0.41584518044873797,-0.2858133454256843,-0.3171778443096163,1.0,0,0.928037237841713,0.24746078432326832,-0.5506821410239723,-0.09488245843843363,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,0.35504394430114794,-2.027864166896666,3.667188794132383,-0.3171778443096163,1.0,0,-1.0278193991273168,-0.6243475187901789,3.229315594758881,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,0.6951262487167845,-0.45768299649364935,-0.3171778443096163,1.0,1,-0.32096314031399825,-0.44930146822638756,-0.7280749655064747,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,-0.8941784945554543,-0.9689234497136576,-0.45768299649364935,-0.3171778443096163,1.0,0,-0.7126919198588784,-0.6076250380931426,1.171472500128347,-0.6969929641233985,-0.24493050612963668
0,0.0,-0.3156272768515687,-0.39647790101721364,0.35504394430114794,0.8464034940286423,-0.45768299649364935,-0.3171778443096163,1.0,0,3.166142819849481,0.9335431700709266,-0.6805862850391334,-0.6969929641233985,-0.24493050612963668
